time	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	objective_function	worker
2023-10-12 09:49:28	6.21788064949214	4.17553738132119	0.504470616579056	0.323202479630709	7.9856377132237	1.492695979774	-18.5549539014087	0
2023-10-12 09:49:28	6.95448362082243	2.38084894232452	1.49337469041348	0.281251395121217	6.31125776655972	5.88032551296055	-19.8871192335323	0
2023-10-12 09:49:28	4.6352664642036	3.5233753696084	3.5062181930989	4.24258864112198	6.15093776024878	2.30255806446075	-2.10125583913812	0
2023-10-12 09:49:28	3.10763498954475	5.81187579035759	5.25021377950907	7.53108733147383	2.21645573712885	0.415458573028445	-7.9916432848692	0
2023-10-12 09:49:28	4.50531562790275	6.71621096506715	4.43335454165936	2.62339909188449	6.59434943273664	1.00836799293756	-4.16672924143043	0
2023-10-12 09:49:28	0.0842223577201366	1.40713770873845	3.14597835764289	0.320011997595429	7.35536702536047	0.502271089702845	-27.7845284964429	0
2023-10-12 09:49:28	7.44555982016027	6.31993980333209	0.540113609284163	3.61498813703656	4.35430824756622	0.980058185756207	-12.1716651949203	0
2023-10-12 09:49:28	2.41959360428154	6.7828639857471	0.958716809749603	0.860986167564988	4.61701545119286	6.66502735950053	-12.1543012725597	0
2023-10-12 09:49:28	5.12209379114211	0.742014745250344	6.7683405186981	1.92950009554625	2.63114554435015	3.83014577440917	-14.2212411677466	0
2023-10-12 09:49:28	1.01567811332643	4.75833283178508	4.50346268899739	2.64357798546553	5.95327819138765	5.45329568535089	-9.2651440515879	0
2023-10-12 09:49:28	5.84666176140308	1.58608455955982	5.84749560058117	0.619410408660769	6.12857972644269	7.62508994713426	-8.3138572821089	0
2023-10-12 09:49:28	1.23904671892524	3.91054297983646	3.52276925556362	6.6737120822072	4.08072657696903	5.99308398365974	-8.47019334756942	0
2023-10-12 09:49:28	2.8643043320626	3.65280464850366	1.07674569450319	5.78439971059561	4.217594595626	6.30767541192472	-8.73937479987079	0
2023-10-12 09:49:28	7.14632422477007	5.32281512394547	5.9310528896749	6.4617423824966	4.25073784962296	1.31053244881332	-1.46982884569748	0
2023-10-12 09:49:28	0.1214205827564	5.95250780321658	7.89951884932816	6.63744714856148	4.24698183685541	7.03638898953795	-9.72220496195954	0
2023-10-12 09:49:28	5.76483685709536	5.11066110618412	6.09794298559427	0.571643555536866	2.39427175931633	4.70162406936288	-10.7655222763479	0
2023-10-12 09:49:28	6.16155967488885	2.69913122802973	4.29418220929801	7.28815237805247	1.26947310380638	4.60404831916094	-11.3313476395462	0
2023-10-12 09:49:28	5.03870094008744	1.14699786528945	1.51843388006091	1.8060495313257	6.42997481115162	6.17216892167926	-8.62889767505839	0
2023-10-12 09:49:28	5.06579717248678	4.08205650933087	3.32306341826916	6.6685195658356	2.30262648127973	5.37568950094283	-6.5683802998397	0
2023-10-12 09:49:28	7.40196814760566	7.55073230341077	5.32507882639766	5.62859215401113	6.23661436140537	2.49301832541823	-0.531314442262436	0
2023-10-12 09:49:28	4.8892008382827	6.65696878917515	6.59682248346508	3.46444613859057	0.99692496471107	5.36197585053742	-9.78216199006966	0
2023-10-12 09:49:28	3.88097713328898	2.57470932044089	4.25608408823609	6.75995887257159	0.717695370316505	4.32190579734743	-12.4056382190742	0
2023-10-12 09:49:28	0.814206965267658	7.56149848178029	6.19258203357458	1.13491598144174	6.22550668939948	3.98777085356414	-8.24515859598355	0
2023-10-12 09:49:28	1.56934782676399	5.23905474692583	6.6478503216058	7.05709077231586	6.32922377996147	3.50435931794345	-5.51809220542796	0
2023-10-12 09:49:28	0.264012480154634	6.66333035752177	4.08890905044973	2.65733429975808	7.11561200208962	4.76800138689578	-15.8716875512759	0
2023-10-12 09:49:28	6.35907396487892	2.13579655811191	0.123648812994361	5.35593177191913	3.41957036405802	4.49181866645813	-19.3682404242575	0
2023-10-12 09:49:28	6.7537828180939	6.86276134103537	1.84748439863324	6.17978876456618	0.434311844408512	2.38389218971133	-11.5597869901308	0
2023-10-12 09:49:28	4.88619690202177	4.68177037872374	7.79374887421727	7.19334885850549	2.22424292750657	0.0397622063755989	-6.80814425182719	0
2023-10-12 09:49:28	3.89855574630201	6.14457838982344	6.24821952730417	1.781135763973	2.41506651975214	1.49411222338676	-7.2274143374746	0
2023-10-12 09:49:28	6.88374650664628	6.79830890893936	7.65665770322084	6.09569240175188	6.09754499047995	4.96222832985222	-0.184618898728141	0
2023-10-12 09:49:28	7.95059057883918	2.05930339731276	0.361155077815056	4.01600023731589	4.81842071004212	6.30671727843583	-19.2208064518589	0
2023-10-12 09:49:28	2.19712272845209	3.78388803079724	0.117140894755721	4.12851504050195	2.22423994354904	1.56447856687009	-9.0387215942707	0
2023-10-12 09:49:28	0.128235198557377	7.84707032702863	4.95557920821011	5.47960017062724	0.420787252485752	7.70496831089258	-20.3645577542091	0
2023-10-12 09:49:28	6.65609611943364	7.7284561432898	2.38157647103071	0.987025998532772	4.90069428272545	3.91429285332561	-13.1466029466733	0
2023-10-12 09:49:28	3.69762400910258	6.74546766653657	2.45379835925996	3.43194850720465	7.36996738240123	6.75440113060176	-6.05371625388727	0
2023-10-12 09:49:28	4.43563925102353	6.34852730855346	7.41400073096156	7.61435206048191	4.07527913525701	3.5790465734899	-2.05514527120798	0
2023-10-12 09:49:28	2.8894010335207	5.35078815929592	5.03577391803265	3.74890828505158	7.94764655828476	0.304912131279707	-6.16543844275803	0
2023-10-12 09:49:28	2.32272167690098	0.630378011614084	5.00591344572604	3.13479599356651	5.02956170961261	4.25164092332125	-9.44085972070514	0
2023-10-12 09:49:28	3.79162868671119	7.79033686965704	0.907760573551059	4.15961900353432	1.73522393219173	7.80128176882863	-13.6587719017195	0
2023-10-12 09:49:28	3.64655032753944	3.95916184224188	5.51563841849566	6.32042281702161	0.125265944749117	0.491690393537283	-9.51615732532186	0
2023-10-12 09:49:31	4.05259195303673	3.22284342705871	1.78620782871993	0.311548237241055	6.95543962654627	2.56220941114325	-19.2096411695222	0
2023-10-12 09:49:31	4.28781695415576	2.24732488630901	1.71525538717543	0.296950549240359	6.58683162384702	3.80342416451541	-19.510559458481	0
2023-10-12 09:49:31	4.46445387696502	1.74764806960224	2.87683378526774	1.72924078887165	7.26577085561724	5.90695277367967	-9.29841958033585	0
2023-10-12 09:49:31	1.08266898892589	3.27411546634119	4.49899382666758	3.30586563649323	6.43495889612912	1.7218968428733	-9.63792465787724	0
2023-10-12 09:49:31	4.09183031755585	4.25156696345946	3.92534628191338	0	6.82140039810638	0.728221656694872	-5.83397831258497	0
2023-10-12 09:49:31	0.0842223577201366	1.40713770873845	3.14597835764289	0.320011997595429	7.35536702536047	0.502271089702845	-27.7845284964429	0
2023-10-12 09:49:31	6.90621646970818	3.65327313666542	1.17783924181075	3.52102969405784	5.191833656001	0.682831664145635	-9.92982080004494	0
2023-10-12 09:49:31	1.60051644163606	6.52007029217239	1.58435802611852	0.761697778474087	5.90557419501394	3.99836069283386	-9.23577708614376	0
2023-10-12 09:49:31	3.49792388861549	1.60132951897554	6.71362729495966	0	5.29781221101681	1.36200064381249	-24.6966591160602	0
2023-10-12 09:49:31	0.433395735846256	2.65035594341228	3.6285131776735	1.04943689664013	6.62081975338484	2.78662901868423	-18.684455322412	0
2023-10-12 09:49:31	4.96210153207576	1.52328203929209	4.98562728120348	0.583740140256898	6.21867824867261	4.95842328046759	-11.2484444743254	0
2023-10-12 09:49:31	1.14663094958955	2.75526815255912	3.42482704491482	4.00704541554054	5.23766982945498	5.15939129208219	-7.50992688637255	0
2023-10-12 09:49:31	1.67902751345376	2.03288415813269	1.47834367032932	3.57366184721317	5.41467195694608	3.64100874525805	-6.60214205422768	0
2023-10-12 09:49:31	4.73807173273689	2.84178585951265	5.87416694257419	3.79507571582993	6.33068948407066	1.1207522488286	-4.15495936079157	0
2023-10-12 09:49:31	0.10473060674477	4.52247912339902	5.23285218266149	5.71618437021709	5.54198119637206	7.00022150169609	-3.98890192419869	0
2023-10-12 09:49:31	3.46376911034921	2.44399443951746	4.2214899249396	0.440871542270568	3.09578132692756	3.53291954761437	-7.81801665240363	0
2023-10-12 09:49:31	3.49489300822218	2.25602655719701	4.05623673893182	5.75883518489242	3.86579697017807	3.49803639064893	-4.70190684849336	0
2023-10-12 09:49:31	2.37203427342077	1.30110315971244	1.68418467775925	0.612525687217285	6.53193082919783	5.83528726344707	-12.2979458689255	0
